Name,Summary,Description,Price tax included,"Image URLs (x, y, z...)",ID,Category,URL rewritten,Quantity,Tax rule
Metodyka zajęć kreatywnych z elementami mnemotechnik kurs online,"Szkolenie ma na celu przedstawienie metodyki zajęć kreatywnych w pracy z dziećmi, młodzieżą i dorosłymi.","<p>Cel szkolenia:  Szkolenie ma na celu przedstawienie metodyki zajęć kreatywnych w pracy z dziećmi, młodzieżą i dorosłymi. W szkoleniu zawarte są sposoby zapamiętywania oraz charakterystyka pamięci. Szkolenie wzbogacone zostało o temat mnemotechnik.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",129.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zajęcia-kreatywne-z-mnemotechnikami.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zajecia-kreatywne.jpg",101,Metodyczno - Dydaktyczne,101-Metodyka-zajęć-kreatywnych-z-elementami-mnemotechnik-kurs-online,999,1
Podstawy dydaktyki ogólnej z elementami edukacji seksualnej kurs online,Szkolenie pozwala na zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia.,"<p>Cel szkolenia:   jest zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia. Zdobędzie wiedzę o zasadach, metodach i modelach nauczania. Nabędzie umiejętności związane z zasadami prawidłowego doboru treści kształcenia.  Tematyka szkolenia obejmuje również elementy edukacji seksualnej do wykorzystania w praktyce dydaktycznej.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",129.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dydaktyka-ogólna-z-edukacją-seksualną.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Dydaktyka-ogolna.jpg",102,Metodyczno - Dydaktyczne,102-Podstawy-dydaktyki-ogólnej-z-elementami-edukacji-seksualnej-kurs-online,999,1
Podstawy kreatywnego nauczania z elementami edukacji medialnej kurs online,Szkolenie ma na celu przedstawienie nowoczesnego podejścia metodycznego do nauczania.,"<p>Cel szkolenia:  Szkolenie ma na celu przedstawienie nowoczesnego podejścia metodycznego do nauczania i wychowania oraz jego podstaw kreatywnych a także przedstawić sposoby wykorzystania edukacji medialnej w szkole.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",99.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kreatywne-nauczanie-z-edukacją-medialną.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kreatywne-nauczanie-program.jpg",103,Metodyczno - Dydaktyczne,103-Podstawy-kreatywnego-nauczania-z-elementami-edukacji-medialnej-kurs-online,999,1
Podstawy tutoringu szkolnego z elementami coachingu kurs online,Szkolenie umożliwia zapoznanie się z tematem tutoringu szkolnego i jego założeń teoretycznych i metodycznych.,"<p>Cel szkolenia:   jest zapoznanie się z tematem tutoringu szkolnego i jego założeń teoretycznych i metodycznych. Wprowadzenie do coachingu, poznanie metod oraz korzyści płynących z coachingu. Poznanie metodyki coachingu oraz tutoringu wraz z kluczowymi umiejętnościami tutora-coacha.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tutoring-szkolny-z-coachingiem.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Tutoring-kurs-online.jpg",104,Metodyczno - Dydaktyczne,104-Podstawy-tutoringu-szkolnego-z-elementami-coachingu-kurs-online,999,1
Podstawy zarządzania w działalności opiekuńczo-wychowawczej kurs online,Szkolenie ma na celu przedstawienie zagadnień związanych z podstawami zarządzania w działalności opiekuńczo-wychowawczej. ,"<p>Cel szkolenia:   jest  przedstawienie zagadnień związanych z podstawami zarządzania w działalności opiekuńczo-wychowawczej. Uczestnik szkolenia zapozna się z teorią organizacji i zarządzania. Pozna specyficzne problemy zarządzania placówkami oświaty, wychowania i opieki oraz prawne podstawy zarządzania placówkami oświaty, wychowania i opieki.</p>
<p>Dodatkowe informacje: Kurs ma  charakter doskonalący  i pogłębiający kompetencje w tym w zakresie. Informacja dla nauczycieli: nie jest to również specjalność w zakresie zarządzania oświatą, którą można zrealizować w toku studiów lub studiów podyplomowych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zarządzanie-opiekuńczo-wychowawcze.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Zarzadzanie-program.jpg",105,Metodyczno - Dydaktyczne,105-Podstawy-zarządzania-w-działalności-opiekuńczo-wychowawczej-kurs-online,999,1
Praca z trudną młodzieżą z elementami zintegrowanej profilaktyki uzależnień i społecznych zachowań ryzykownych kurs online,Nabycie przez uczestników umiejętności skutecznej pracy z młodzieżą sprawiającą problemy wychowawcze.,"<p>Cel szkolenia:  jest nabycie przez uczestników umiejętności skutecznej pracy z młodzieżą sprawiającą problemy wychowawcze oraz nabycie umiejętności rozwiązywania pojawiających się problemów. Uczestnik szkolenia zdobędzie wiedzę w zakresie: niedostosowania społecznego,  profilaktyki zachowań suicydalnych oraz psychoprofilaktyki uzależnień od alkoholu.</p>
<p>Dodatkowe informacje: Szkolenie ma charakter doskonalący. Nie nadaje uprawnień terapeutycznych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",179.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-trudną-młodzieżą-z-profilaktyką.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trudna-mlodziez-program.png",106,Metodyczno - Dydaktyczne,106-Praca-z-trudną-młodzieżą-z-elementami-zintegrowanej-profilaktyki-uzależnień-i-społecznych-zachowań-ryzykownych-kurs-onli,999,1
Psychologiczno-pedagogiczne podstawy kształcenia kurs online,Szkolenie ma na celu przedstawienie psychologiczno-pedagogicznych podstaw kształcenia. ,"<p>Cel szkolenia:   Szkolenie ma na celu przedstawienie psychologiczno-pedagogicznych podstaw kształcenia. W szkoleniu omówiono specyficzne trudności w nauce, charakterystykę pracy z uczniem trudnym, niedostosowanym społecznie oraz kształcenie uczniów ze specjalnymi potrzebami edukacyjnymi. W szkoleniu zawarto także podstawy wiedzy o chorobach przewlekłych wraz z ich typologią i klasyfikacją.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/10/Kształcenie-psychologiczno-pedagogiczne-.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Program-podstawy-ksztalcenia-724x1024-1.png",107,Metodyczno - Dydaktyczne,107-Psychologiczno-pedagogiczne-podstawy-kształcenia-kurs-online,999,1
Rewalidacja dziecka ze spektrum autyzmu z elementami neurologii dziecięcej kurs online,"Szkolenie ma na celu przedstawienie podstaw rewalidacji, zagadnień terapii pedagogicznej, form pomocy terapeutycznej, arteterapii oraz muzykoterapii.","<p>Cel szkolenia:  Szkolenie ma na celu przedstawienie podstaw rewalidacji, zagadnień terapii pedagogicznej, form pomocy terapeutycznej, arteterapii oraz muzykoterapii. W szkoleniu zawarto podstawy rewalidacji dzieci ze spektrum autyzmu wraz z elementami terapii logopedycznej oraz konspektem zajęć indywidualnej terapii, wczesnego wspomagania dzieci z autyzmem. Szkolenie wzbogacono o elementy neurologii dziecięcej.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą behawioralnym pracującym z osobami z zaburzeniami neurorozwojowymi.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/10/Rewalidacja-dziecka-z-autyzmem.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/rewalidajca-dzieci-w-autyzmie-program-724x1024-1.png",108,Metodyczno - Dydaktyczne,108-Rewalidacja-dziecka-ze-spektrum-autyzmu-z-elementami-neurologii-dziecięcej-kurs-online,999,1
Trening umiejętności społecznych z metodyką pracy opiekuńczo-wychowawczej kurs online,Szkolenie ma dostarczyć podstawowej wiedzy związanej z treningiem umiejętności społecznych.,"<p>Cel szkolenia:   przedstawienie wiedzy dotyczącej podstaw treningu umiejętności społecznych, w tym zagadnień związanych z kompetencjami społecznymi, komunikacją interpersonalną, wskazówkami jak pokonać nieśmiałość oraz tego, jak wyglądają przykładowe programy zajęć treningu umiejętności społecznych. Szkolenie wzbogacone zostało także o zagadnienia metodyki pracy opiekuńczo-wychowawczej z zagadnieniami pedagogiki opiekuńczo-wychowawczej, metody pracy, metody diagnozy, planowanie i konspekt zajęć opiekuńczo-wychowawczych.</p>
<p>Dodatkowe informacje: Szkolenie ma charakter doskonalący.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trening-umiejętności-społecznych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trening-spoleczny-program.jpg",109,Bez kategorii,109-Trening-umiejętności-społecznych-z-metodyką-pracy-opiekuńczo-wychowawczej-kurs-online,999,1
e-Wykłady psychologiczno-pedagogiczne,"Cykl tematów z zakresu psychologii, pedagogiki, zdrowia.","<p>Cel szkolenia:   zdobycie wiedzy i umiejętności z zakresu środków psychoaktywnych, rozwoju uzależnień, znaczenia kryzysów w życiu i radzenia sobie ze stresem, przemocy w rodzinie, niepełnosprawności intelektualnej i zaburzeń neurorozwojowych czy podstaw seksualności.</p>
<p>Dodatkowe informacje: Szkolenie o charakterze doskonalącym.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie otrzymujesz materiał w formie PDF.</p>
",299.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/12/E-wyklady-psychologiczno-pedagogiczne.png,https://www.kursyzdalne.com/wp-content/uploads/2020/12/Cykl-wykladow-o-tematyce-psychologiczno-pedagogicznej-i-zdrowotnej-program.jpg",110,Rozwój osobisty i Zawodowy,110-e-Wykłady-psychologiczno-pedagogiczne,999,1
Kluczowe umiejętności społeczne i personalne na rynku pracy kurs online,"Szkolenie dostarcza wiedzy i umiejętności związanych z: zarządzanie stresem, konfliktem, emocjami oraz swoją motywacją. ","<p>Cel szkolenia:  jest zdobycie umiejętności społecznych i personalnych takich jak: zarządzanie stresem, konfliktem, emocjami oraz swoją motywacją. Uczestnik szkolenia pozna również zasady komunikacji interpersonalnej, techniki asertywne, negocjacyjne oraz manipulacji. Zdobędzie umiejętność budowania pozytywnej autoprezentacji. Tematyka szkolenia obejmuje również zagadnienia związane z mediacjami.</p>
<p>Dodatkowe informacje: Szkolenie ma charakter uniwersalny i może być dobrym uzupełnieniem wiedzy i kompetencji praktycznie na każdym stanowisku pracy.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kluczowe-umiejętności-społeczne.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kluczowe-kompetencje-kurs.jpg",111,Rozwój osobisty i Zawodowy,111-Kluczowe-umiejętności-społeczne-i-personalne-na-rynku-pracy-kurs-online,999,1
Mnemotechniki – efektywne techniki przyswajania wiedzy i uczenia się z elementami treningu szybkiego czytania kurs online,Szkolenie ma na celu poznanie podstaw teoretycznych i metodycznych pamięci i sposobów zapamiętywania. ,"<p>Cel szkolenia:   Szkolenie ma na celu poznanie podstaw teoretycznych i metodycznych pamięci i sposobów zapamiętywania. Uczestnik szkolenia pozna podstawowe mnemotechniki. Szkolenie zawiera także elementy treningu szybkiego czytania.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",129.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mnemotechniki-z-treningiem-szybkiego-czytania.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mnemotechniki-czytanie-program.jpg",112,Rozwój osobisty i Zawodowy,112-Mnemotechniki-–-efektywne-techniki-przyswajania-wiedzy-i-uczenia-się-z-elementami-treningu-szybkiego-czytania-kurs-onlin,999,1
Organizacja pracy małych zespołów z zarządzaniem kompetencjami personalnymi i społecznymi kurs online,Zdobycie wiedzy z zakresu organizacji pracy małych zespołów z zarządzaniem kompetencjami personalnymi i społecznymi.,"<p>Cel szkolenia: było zdobycie wiedzy z zakresu organizacji pracy małych zespołów z zarządzaniem kompetencjami personalnymi i społecznymi. W szkoleniu zawarto również informacje dotyczące gospodarowania czasem, komunikatywności, określania celu, rozwiązywania problemów oraz savoir-vivre.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",189.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Organizacja-pracy-małych-zespołów.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Organizacja-zespolow-program.png",113,Rozwój osobisty i Zawodowy,113-Organizacja-pracy-małych-zespołów-z-zarządzaniem-kompetencjami-personalnymi-i-społecznymi-kurs-online,999,1
Podstawy coachingu kurs online,Szkolenie umożliwia poznanie narzędzi oraz technik coachingu.,"<p>Cel szkolenia:   jest poznanie narzędzi oraz technik coachingu. Uczestnik pozna strukturę sesji, a także sposoby myślenia, analizę transakcyjną i relacje oparte na postawach i potrzebach. Pozna umiejętności coachingowe przydatne w pracy z klientem, to jak budować zaufanie, czym jest feedback, schematy językowe oraz koncepcje zmian i realizacji celów.</p>
<p>Dodatkowe informacje:  W Polsce brakuje przepisów regulujących wymagania związane z zawodem coacha. Niemniej został wpisany do klasyfikacji zawodów decyzją Ministra Pracy i Polityki Społecznej (w pozycji 235920 “Trener osobisty (coach, mentor, tutor)”.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Podstawy-coachingu.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/coaching-kurs.jpg",114,Rozwój osobisty i Zawodowy,114-Podstawy-coachingu-kurs-online,999,1
Podstawy komunikacji interpersonalnej oraz perswazyjnej z treningiem asertywności i autoprezentacji kurs online,Jest zdobycie wiedzy teoretycznej w zakresie komunikacji interpersonalnej. ,"<p>Cel szkolenia:   jest zdobycie wiedzy teoretycznej w zakresie komunikacji interpersonalnej.  Uczestnik szkolenia pozna zasady komunikacji interpersonalnej oraz perswazyjnej. Będzie potrafił zastosować techniki asertywne. Zdobędzie umiejętność budowania pozytywnej autoprezentacji.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",99.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Komunikacja-interpersonalna-i-perswazyjna.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Perswazyjna-program.jpg",115,Rozwój osobisty i Zawodowy,115-Podstawy-komunikacji-interpersonalnej-oraz-perswazyjnej-z-treningiem-asertywności-i-autoprezentacji-kurs-online,999,1
Podstawy pracy socjalnej z elementami gerontologii społecznej kurs online,Szkolenie umożliwia zdobycie podstawowej wiedzy dotyczącej organizacji pomocy społecznej w zakresie opieki nad rodziną i dzieckiem oraz osobami starszym,"<p>Cel szkolenia:   zdobycie podstawowej wiedzy dotyczącej organizacji pomocy społecznej  w zakresie opieki nad rodziną i dzieckiem oraz osobami starszymi. Tematyka szkolenia obejmuje elementy gerontologii społecznej. Uczestnik szkolenia pozna zagadnienie starzenia się w różnych aspektach funkcjonowania jednostki.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do zawodu pracownika socjalnego.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-socjalna-z-gerontologią-społeczną.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-socjalna-program.jpg",116,Rozwój osobisty i Zawodowy,116-Podstawy-pracy-socjalnej-z-elementami-gerontologii-społecznej-kurs-online,999,1
Podstawy seksualności człowieka kurs online,Zdobycie wiedzy i umiejętności z zakresu podstaw seksualności.,"<p>Cel szkolenia:   zdobycie wiedzy i umiejętności z zakresu podstaw seksualności, w tym także pojęcia seksualności, norm, seksualności kobiet w ciąży oraz satysfakcji seksualnej, życiowej i partnerskiej.
W szkoleniu umówiono zagadnienie promocji zdrowia oraz edukacji zdrowotnej. Szkolenie zawiera wiedzę z zakresu chorób psychosomatycznych i najczęstszych chorób.</p>
<p>Dodatkowe informacje: Szkolenie o charakterze doskonalącym.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie otrzymujesz materiał w formie PDF.</p>
",129.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/12/Seksualnosc-czlowieka-z-psychosomatyka.png,https://www.kursyzdalne.com/wp-content/uploads/2020/12/Seksualnosc-program-szkolen.png",117,Rozwój osobisty i Zawodowy,117-Podstawy-seksualności-człowieka-kurs-online,999,1
